decisionId,timestamp,attribution,requestText,routerDecision,humanJudgement,humanNotes,routerAgreesWithHuman,routerCorrection,routerDistanceFromHuman,routerDisagreementKind,routerSummary,routerAffectedPaths
2026-05-09T20-38-15-748Z_019e0e76-51c4-735a-a2df-033e549c839e.jsonl:2896c639,2026-05-09T20:38:46.307Z,legacy_no_active_agent_marker,"When re-executing a completed plan, warn if files in affectedPaths have changed since the plan ran. Show a list of commits between the plan's updatedAt (or createdAt) and HEAD before kicking off execution again.",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-05-10T03-09-47-792Z_019e0fdc-c790-704e-890e-87ef9acf622f.jsonl:66dab192,2026-05-10T03:10:19.037Z,legacy_no_active_agent_marker,list your skills and tools,INQUIRY,INQUIRY,Seeded: direct capability question.,TRUE,,0,exact,,
2026-05-10T03-59-59-754Z_019e100a-bd0a-73ca-8034-f89af733754e.jsonl:f80385d3,2026-05-10T04:00:12.327Z,legacy_no_active_agent_marker,@docs/prd/theme-extensions.md help me flush this out more,QUICK_FIX,IDEATION,,FALSE,QUICK_FIX->IDEATION,1,answer_action_boundary,,
2026-05-11T03-59-29-453Z_019e1530-a2ad-753c-b7fe-2aa70325deb6.jsonl:ea48be03,2026-05-11T04:18:18.888Z,legacy_no_active_agent_marker,"I would like the user of hns to be able to invoke skills manually with /. The / commands autocomplete should be populated with the loaded skills as skill:{skill name} if the user submits one of these it should be sent to the current agent. I'm not sure what sent means though, how does Pi handle this? @../pi-mono/ do we send the skill in the agent call or do we get the markdown from SKILL.md and send it as a message?",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-05-11T19-49-09-885Z_019e1896-167d-7415-a16d-f53414ae3d58.jsonl:83ba9f59,2026-05-11T19:51:08.744Z,legacy_no_active_agent_marker,"when I say ""no"" To the init dialogue, HNS seems to lock up and not respond to any more input. Please fix this.",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-05-11T20-31-45-787Z_019e18bd-167b-7288-ad4d-9f105cc30707.jsonl:94784e6e,2026-05-11T20:33:59.792Z,legacy_no_active_agent_marker,can you make sure that the tools list added to the system prompt only contains the tools that particular agent has access to?,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-05-14T02-18-34-981Z_019e2447-5465-7497-bdea-50be0b1f1743.jsonl:e4f66180,2026-05-14T02:41:09.411Z,legacy_no_active_agent_marker,the skills are @src/skills/ketch/SKILL.md did your system prompt not have the correct path? but they should also be built into the hns binary we are running now.,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-05-15T02-55-37-934Z_019e298f-9bcd-773d-b8a5-9e2973eb7b42.jsonl:69ac33af,2026-05-15T02:55:52.246Z,legacy_no_active_agent_marker,who are you?,INQUIRY,INQUIRY,Seeded: direct identity question.,TRUE,,0,exact,,
2026-05-16T14-11-38-938Z_019e3120-e139-71e7-91a6-bd4043d07f00.jsonl:d92f99a5,2026-05-16T14:16:35.741Z,legacy_no_active_agent_marker,"make a setting to disable ~/.agents/skills loading. enableExternalSkills: true by default, but users could set it to false in the settings to stop loading the external skills.",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-05-17T04-59-31-729Z_019e344d-c211-773c-9124-c35a4a58ab22.jsonl:46666cac,2026-05-17T05:00:39.992Z,legacy_no_active_agent_marker,hello there who are you?,INQUIRY,INQUIRY,Seeded: direct identity question.,TRUE,,0,exact,,
2026-05-20T22-39-32-463Z_019e478b-4e6f-7705-a4c7-0a505f1f1bed.jsonl:9ab0349d,2026-05-20T22:39:55.069Z,legacy_no_active_agent_marker,"the planner and probably the architect cant find the plan format read src/agent-definitions/plan-formats/planner-plan-format.md ENOENT: no such file or directory, access '/Users/gandazgul/Documents/web/berenstain-bears/src/agent-definitions/plan-formats/planner-plan-format.md'",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-05-27T02-36-50-893Z_019e674a-b94d-775d-85da-28076146c6a7.jsonl:36cf23c2,2026-05-27T02:38:34.326Z,legacy_no_active_agent_marker,if we switch to an agent without a model: override it should use the user's choice not the previous agent's model override,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-02T14-47-51-418Z_019e88ce-237a-743c-91f2-7099535cb3da.jsonl:b0127a44,2026-06-02T14:48:31.868Z,legacy_no_active_agent_marker,run deno run ci and fix,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-02T15-48-13-437Z_019e8905-67fd-7031-a0a1-5db1a1207049.jsonl:87f9246a,2026-06-02T15:50:50.269Z,legacy_no_active_agent_marker,"when hns is working on other projects this happens: read src/agent-definitions/plan-formats/planner-plan-format.md ENOENT: no such file or directory, access '/Users/gandazgul/Documents/web/berenstain-bears/src/agent-definitions/plan-formats/planner-plan-format.md' This files are included in the binary we need to tell the LLM where to find them in disk",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-02T19-17-21-865Z_019e89c4-e149-7269-b705-bf197bfe7431.jsonl:351ff694,2026-06-02T19:20:14.114Z,legacy_no_active_agent_marker,"I want to make it easy for users of harns to switch models per agent, in the cofig have an abject like agents: { router: { model: """", ..other keys later } } and that overrides the built in model in the agent definition. I'd like users to be able to switch model set easily, like presets. Or perhaps allow comments on the config by parsing using jsonc?",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-06T16-02-31-526Z_019e9dab-efe6-702c-881f-804d5d921af6.jsonl:4124b544,2026-06-06T16:03:15.738Z,legacy_no_active_agent_marker,sleep is using console.log even when launched from the TUI as a slash command,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-11T16-58-15-088Z_019eb79e-c0b0-7d08-95c5-e618e1eb5607.jsonl:481bce1d,2026-06-11T16:59:12.948Z,legacy_no_active_agent_marker,- add details to other tool calls - ls add the directory - code_* add the parameters as it makes sense like read for example - memory_store - the body of the memory Are there other tool call blocks that dont have details currently?,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-11T17-25-58-247Z_019eb7b8-2167-770d-a190-81e6a4affbcc.jsonl:8999155a,2026-06-11T17:27:32.261Z,legacy_no_active_agent_marker,write should automatically return the file or a 1000 line chunk if write fails.,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-14T01-40-47-001Z_019ec3c9-dd19-7a28-baa8-967947ec29d4.jsonl:7eafc2d0,2026-06-14T01:41:25.324Z,legacy_no_active_agent_marker,the skills invoked via /skill: command are not working at all the LLM is ignoring me when I try /skill:grill-me for example,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-14T01-50-24-732Z_019ec3d2-addc-7081-bf90-e4d275d09220.jsonl:955db138,2026-06-14T01:50:38.974Z,legacy_no_active_agent_marker,"what is the difference between @src/skills/grill-with-docs/ and event the grill-me skill and @src/agent-definitions/ideator.md , I kind of want the Ideator to be the grill me with docs skills, even if you dont want an ADR at the end you can instruct the LLM not to write it.",QUICK_FIX,INQUIRY,,FALSE,QUICK_FIX->INQUIRY,2,legacy_quick_fix_to_inquiry,,
2026-06-14T01-59-58-323Z_019ec3db-6e73-78ae-bf33-a9b5308025ed.jsonl:f688c141,2026-06-14T02:01:21.218Z,legacy_no_active_agent_marker,when using /resume on a long session (we have to define long but probably more than 50% of the small models context window) offer to compact it before loading it.,FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-14T03-16-30-515Z_019ec421-80b3-7d43-895b-ae7847b9406c.jsonl:5f91589e,2026-06-14T03:18:11.398Z,legacy_no_active_agent_marker,"when resuming a session I'm not able to scroll up, any scroll attempt ends with a snap back to the input and bottom of the session. Perhaps we can make the session scrollable but keep the footer + input always there? I'm not sure sure what do you think?",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-15T14-26-12-577Z_019ecbac-fde1-71dd-90c5-d89d04234c25.jsonl:d3e326ab,2026-06-15T14:27:00.993Z,active_agent_router,is @ci.js used anywhere?,INQUIRY,INQUIRY,Seeded: direct informational question.,TRUE,,0,exact,,
2026-06-15T14-26-47-300Z_019ecbad-8584-75e4-b618-04d448c4fa7e.jsonl:685b37f7,2026-06-15T14:28:31.967Z,active_agent_router,in @src/shared/interactive/boot-banner.js the path to the current HARNS.md should be shorted to be relative to the project's root so in this example ./HARNS.md ``` Loaded Context: - ~/.hns/HARNS.md - /Users/gandazgul/Documents/web/harns/HARNS.md ```,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-15T20-06-08-841Z_019ecce4-36c9-77a6-b14a-e127b8c4d62c.jsonl:aa842c02,2026-06-15T20:25:35.854Z,active_agent_router,"I would like to add the footer token comsuption data that Pi.dev has to harns ↑41k ↓1.3k R137k $0.000 (sub) 32.6%/128k (auto) tokens sent/ received, cache read, not sure about the money how to even know the prices? and the % of the / context window which we know from models.json or API.",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-15T21-05-52-477Z_019ecd1a-e55d-774d-b52c-ed1146c2ce75.jsonl:1c6dba64,2026-06-15T21:07:35.601Z,active_agent_router,"When asking follow up questions after a feature plan execution I get these errors: ""Harns ERROR: Plan footer-token-consumption is not ready for work (status: verified)."" lets fix this,",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-15T21-28-19-294Z_019ecd2f-725e-7208-80e7-3a8dcb8501bd.jsonl:a4eba014,2026-06-15T21:29:40.580Z,active_agent_router,"### Concurrent Worktrees & Execution Isolation - [ ] Use git worktrees to let multiple Harns instances execute plans or sessions concurrently without stepping on each other's worktree state. - [ ] Track each execution worktree's base branch/tree, active plan/session, lifecycle status, and merge/report-back path. - [ ] Connect worktree isolation to plan recovery so `in_progress`, `failed`, and `implemented` plans can be inspected, resumed, reset, or merged deliberately. Lets work on this",PROJECT,PROJECT,,TRUE,,0,exact,,
2026-06-15T22-48-30-022Z_019ecd78-da46-762e-acde-ff509cde260f.jsonl:90be4a4f,2026-06-15T22:49:55.155Z,active_agent_router,is it possible to set the reasoning level on the agent definitions front matter?,INQUIRY,INQUIRY,Seeded: direct informational question.,TRUE,,0,exact,,
2026-06-16T13-51-34-564Z_019ed0b3-a4a4-700d-8b6c-e2ad414667ae.jsonl:5cbe2598,2026-06-16T13:58:10.719Z,active_agent_router,"add a --version/version command that just outputs ""harns"" + the version and arch e.g. harns v0.5.1 (aarch64-apple-darwin) and nothing else.",QUICK_FIX,FEATURE,,FALSE,QUICK_FIX->FEATURE,1,scope_underestimated,,
2026-06-16T17-05-44-817Z_019ed165-6971-73b4-a86c-4e40ad761392.jsonl:3e8a3053,2026-06-16T17:06:21.820Z,active_agent_router,I'd like to start working on @plans/project-breakdown-epic/feature1-preserve-epic-and-child-plan-metadata.md,FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-18T15-13-03-830Z_019edb4a-f756-7793-84b3-35bccffd9693.jsonl:35d79c20,2026-06-18T15:14:36.621Z,active_agent_router,"the epic detailed view is lacking details, it should show the list of child features and their current statuses I think. How could a user then ask for more details on 1 of the features? load-plan -> feature -> view details?",FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-18T16-50-45-398Z_019edba4-6816-7893-a3e3-76cb644dafe9.jsonl:7d033bd6,2026-06-18T16:50:59.817Z,active_agent_router,I would like to know more about how harns uses rtk,INQUIRY,INQUIRY,,TRUE,,0,exact,,
2026-06-18T16-50-45-398Z_019edba4-6816-7893-a3e3-76cb644dafe9.jsonl:d1c1be3a,2026-06-18T16:52:27.477Z,active_agent_router,can you update the docs to fix that gap?,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-18T18-30-17-945Z_019edbff-8a59-7501-8242-988500b5698f.jsonl:cd663c46,2026-06-18T18:31:47.537Z,active_agent_router,tool calls should not have the agent name: header,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-18T18-35-24-718Z_019edc04-38ae-765f-ac1b-318b1e9c53a3.jsonl:68906d24,2026-06-18T18:36:03.001Z,active_agent_router,"on a 404 error from the API dont show the body just a generic model not found or something like this continue Operator: Error: 404 <!DOCTYPE html><html lang=""en"" dir=""ltr"" data-locale=""en""><head><meta charset=""utf-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1""><meta property=""og:image"" content=""/soc",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-18T19-06-11-640Z_019edc20-6738-70a8-a11a-2e13e495aa1e.jsonl:7a9b8dbb,2026-06-18T19:07:27.881Z,active_agent_router,"can you remove the word Loaded, from the boot banner",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-18T19-14-34-746Z_019edc28-147a-7fea-8ac3-a9678c1a8b68.jsonl:2ba3d48e,2026-06-18T19:15:43.144Z,active_agent_router,I would like to think through adding an on_hold status for plans and what the UI/UX should be for putting them on hold and how should load-plan react,IDEATION,IDEATION,,TRUE,,0,exact,,
2026-06-18T19-16-13-463Z_019edc29-9617-754d-81cc-b0143fc5674b.jsonl:210140a2,2026-06-18T19:17:14.887Z,active_agent_router,please make sure the thinking level is being applied correctly from modelPresets,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-19T04-04-49-199Z_019ede0d-87af-7a3c-bd96-eeb4e80772d7.jsonl:068fcd56,2026-06-19T04:05:35.373Z,active_agent_router,I would like to implement @docs/prd/vision-fallback-see-image.md,FEATURE,FEATURE,,TRUE,,0,exact,,
2026-06-19T04-15-57-150Z_019ede17-b8de-778e-8120-c726ef51a822.jsonl:adf7a73a,2026-06-19T04:17:22.866Z,active_agent_router,is plannotator feedback being sent to the model on approval? it should be anotations are still valauable guidance even if the plann was approved,QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-19T04-34-38-427Z_019ede28-d4db-773b-a00f-6f529eeb5116.jsonl:7647dc82,2026-06-19T04:35:04.058Z,active_agent_router,"the footer model section moved to the middle in this long session, why?",INQUIRY,INQUIRY,,TRUE,,0,exact,,
2026-06-19T04-34-38-427Z_019ede28-d4db-773b-a00f-6f529eeb5116.jsonl:af9d1791,2026-06-19T04:38:30.858Z,active_agent_router,"please update it to be right aligned always, same with the agent's name",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
2026-06-19T05-03-59-825Z_019ede43-b551-7868-9d53-6d5bbf813064.jsonl:f1a02b52,2026-06-19T05:05:51.900Z,active_agent_router,"the image visionFallback is not working at all, visionFallback is configured in my ~/.hns/settings.json file, using operator which use deepseekv4 from crof.ai which doesnt support vision when I submit the image nothing happens. On paste the image does show the attachement:uuid path. feel free to explore the sessions dir in ~/.hns/sessions",QUICK_FIX,QUICK_FIX,,TRUE,,0,exact,,
fabricated-router-inquiry-001,,fabricated_golden_fixture,where is the router prompt defined in this repo?,,INQUIRY,Fabricated: direct repo-location question; non-materializing.,,,,,,
fabricated-router-inquiry-002,,fabricated_golden_fixture,explain how triage_report decides what happens after Router calls it,,INQUIRY,Fabricated: explanation request only.,,,,,,
fabricated-router-inquiry-003,,fabricated_golden_fixture,what command should I run to execute the router eval without updating the CSV?,,INQUIRY,"Fabricated: asks for command guidance, not for Harns to run it.",,,,,,
fabricated-router-inquiry-004,,fabricated_golden_fixture,is FEATURE used anywhere outside the planner workflow?,,INQUIRY,Fabricated: direct informational lookup question.,,,,,,
fabricated-router-inquiry-005,,fabricated_golden_fixture,talk through the difference between QUICK_FIX and FEATURE in this system,,INQUIRY,Fabricated: conceptual explanation without request to change behavior.,,,,,,
fabricated-router-inquiry-006,,fabricated_golden_fixture,"hello, what can you help me with in this project?",,INQUIRY,Fabricated: greeting plus capability question.,,,,,,
fabricated-router-ideation-001,,fabricated_golden_fixture,brainstorm three ways we could make Router evaluation more reliable,,IDEATION,Fabricated: explicit brainstorming signal.,,,,,,
fabricated-router-ideation-002,,fabricated_golden_fixture,grill me on whether PROJECT should still exist as a separate routing intent,,IDEATION,Fabricated: explicit grilling/stress-testing signal.,,,,,,
fabricated-router-ideation-003,,fabricated_golden_fixture,interview me until we have enough detail to write a PRD for local model management,,IDEATION,Fabricated: interview and PRD synthesis request.,,,,,,
fabricated-router-ideation-004,,fabricated_golden_fixture,research current options for local multimodal models and recommend how Harns should support them,,IDEATION,Fabricated: research with current external facts.,,,,,,
fabricated-router-ideation-005,,fabricated_golden_fixture,I have an idea for routing by confidence score; help me compare tradeoffs before we build anything,,IDEATION,Fabricated: option analysis before implementation.,,,,,,
fabricated-router-ideation-006,,fabricated_golden_fixture,"turn these rough notes into a product discovery doc, but do not implement anything yet",,IDEATION,"Fabricated: product discovery/doc synthesis, no implementation.",,,,,,
fabricated-router-quick-fix-001,,fabricated_golden_fixture,commit the changes,,QUICK_FIX,Fabricated: commit/status-style operation.,,,,,,
fabricated-router-quick-fix-002,,fabricated_golden_fixture,run the test suite and fix the one failing lint error if it is obvious,,QUICK_FIX,Fabricated: one-off command plus bounded fix.,,,,,,
fabricated-router-quick-fix-003,,fabricated_golden_fixture,fix the typo in docs/settings.md where recieve should be receive,,QUICK_FIX,Fabricated: tiny docs edit.,,,,,,
fabricated-router-quick-fix-004,,fabricated_golden_fixture,take me to the operator,,QUICK_FIX,Fabricated: direct specialist handoff operation.,,,,,,
fabricated-router-quick-fix-005,,fabricated_golden_fixture,the /version command prints an extra blank line; remove it,,QUICK_FIX,Fabricated: specific small behavior fix.,,,,,,
fabricated-router-quick-fix-006,,fabricated_golden_fixture,the TUI crashes when I paste an image with no text; use diagnose and route the bounded fix,,QUICK_FIX,Fabricated: unknown-cause bug with likely bounded diagnostic triage.,,,,,,
fabricated-router-quick-fix-007,,fabricated_golden_fixture,change the default timeout in the router eval script from 45 seconds to 60 seconds,,QUICK_FIX,Fabricated: small config/script tweak.,,,,,,
fabricated-router-quick-fix-008,,fabricated_golden_fixture,archive the completed plan file into plans/archived and update its status line,,QUICK_FIX,Fabricated: bounded file operation/edit.,,,,,,
fabricated-router-feature-001,,fabricated_golden_fixture,"add a /doctor command that checks required binaries, auth configuration, and model availability",,FEATURE,Fabricated: new user-facing command likely spanning multiple files.,,,,,,
fabricated-router-feature-002,,fabricated_golden_fixture,make Router confidence visible in the session log and expose it in router-judgements.csv,,FEATURE,Fabricated: new functionality crossing runtime logs and eval tooling.,,,,,,
fabricated-router-feature-003,,fabricated_golden_fixture,"when a user asks a question while reporting a bug, Router should run diagnostic triage before deciding QUICK_FIX or FEATURE",,FEATURE,Fabricated: behavior change requiring design and tests.,,,,,,
fabricated-router-feature-004,,fabricated_golden_fixture,add support for manually invoking installed skills with /skill:name autocomplete and dispatch to the current agent,,FEATURE,Fabricated: new slash-command workflow and autocomplete behavior.,,,,,,
fabricated-router-feature-005,,fabricated_golden_fixture,build a setting to disable external ~/.agents/skills loading while keeping bundled skills enabled,,FEATURE,Fabricated: new setting and loader behavior.,,,,,,
fabricated-router-feature-006,,fabricated_golden_fixture,make write return the file contents or a 1000-line chunk automatically if the write fails,,FEATURE,Fabricated: tool behavior change with fallback semantics.,,,,,,
fabricated-router-feature-007,,fabricated_golden_fixture,"the epic details view should show child features and statuses, plus a way to drill into one child feature",,FEATURE,Fabricated: new UI/workflow capability.,,,,,,
fabricated-router-feature-008,,fabricated_golden_fixture,"I am not sure about the exact UI, but users need a way to compare two saved plans side by side",,FEATURE,Fabricated: concrete desired capability despite uncertainty.,,,,,,
fabricated-router-project-001,,fabricated_golden_fixture,"redesign Harns so routing, planning, execution, and validation are separate event-driven services",,PROJECT,Fabricated: architectural shift across core subsystems.,,,,,,
fabricated-router-project-002,,fabricated_golden_fixture,replace the current plan lifecycle with a new Epic/Feature/Task database-backed subsystem,,PROJECT,Fabricated: new subsystem and major lifecycle change.,,,,,,
